,name,homepage,scholar_id,affiliation,citations,h-index
18102,Timothy J. Ellis,https://cec.nova.edu/faculty/ellis.html,NOSCHOLARPAGE,Nova Southeastern University,,
18103,Timothy J. Hickey,http://www.cs.brandeis.edu/~tim,APFVA6sAAAAJ,Brandeis University,1881.0,20.0
18104,Timothy J. Norman,https://www.ecs.soton.ac.uk/people/tjn1f15,8Rt0X9AAAAAJ,University of Southampton,,
18105,Timothy L. Andersen,http://cs.boisestate.edu/~tim,mTErwxgAAAAJ,Boise State University,39177.0,97.0
18106,Timothy M. Chan,http://tmc.web.engr.illinois.edu,NOSCHOLARPAGE,Univ. of Illinois at Urbana-Champaign,,
18107,Timothy M. Hospedales,http://homepages.inf.ed.ac.uk/thospeda,nHhtvqkAAAAJ,University of Edinburgh,16036.0,60.0
18108,Timothy M. Jones,https://www.cl.cam.ac.uk/~tmj32,qnn3-gMAAAAJ,University of Cambridge,1611.0,23.0
18109,Timothy Ravasi,https://www.kaust.edu.sa/en/study/faculty/timothy-ravasi,UR9EUP8AAAAJ,KAUST,25455.0,58.0
18110,Timothy Roscoe,http://people.inf.ethz.ch/troscoe,NOSCHOLARPAGE,ETH Zurich,,
18111,Timothy W. Bickmore,http://www.ccs.neu.edu/home/bickmore,x9kzObUAAAAJ,Northeastern University,18097.0,66.0
18112,Timothy Wiley,https://www.rmit.edu.au/contact/staff-contacts/academic-staff/w/wiley-dr-timothy,LhqZdy0AAAAJ,RMIT University,73.0,5.0
18113,Timothy Wood,https://www.seas.gwu.edu/timothy-wood,gZnLi9sAAAAJ,George Washington University,9371.0,37.0
18114,Timothy Zhu,https://sites.psu.edu/timothyz,EhCg54EAAAAJ,Pennsylvania State University,773.0,10.0
18115,Tin Chi Nguyen,https://www.cse.unr.edu/~tinn,WRyPP80AAAAJ,University of Nevada,7705.0,34.0
18116,Tina Eliassi-Rad,http://www.ccis.northeastern.edu/people/tina-eliassi-rad,TXb5Ym8AAAAJ,Northeastern University,7774.0,36.0
18117,Ting Bai,https://tbbaby.github.io/baiting_index.html,1mQvSPkAAAAJ,BUPT,355.0,11.0
18118,Ting He,https://www.eecs.psu.edu/departments/directory-detail-g.aspx?q=tzh58,g9yS74gAAAAJ,Pennsylvania State University,5318.0,34.0
18119,Ting Hu,https://www.mun.ca/computerscience/people/tingh.php,ikLwqLwAAAAJ,Memorial University of Newfoundland,1319.0,20.0
18120,Ting Liu,http://ir.hit.edu.cn/~tliu,zyMJ1V0AAAAJ,Harbin Institute of Technology,22233.0,68.0
18121,Ting Liu,http://gr.xjtu.edu.cn/web/tingliu/4,vcG2mn8AAAAJ,Xi'an Jiaotong University,2442.0,27.0
18122,Ting Wang,https://ist.psu.edu/directory/tbw5359,cwcBTegAAAAJ,Pennsylvania State University,3327.0,27.0
18123,Ting Yu,http://www.qcri.org.qa/our-people/bio?pid=115&name=Ting_Yu,6filNLkAAAAJ,Qatar Computing Research Institute,8547.0,30.0
18124,Ting Zhong,http://www.is.uestc.edu.cn/teachers.do?id=1093,NOSCHOLARPAGE,UESTC,,
18125,Ting Zhu,https://www.csee.umbc.edu/~zt/index.html,BXp6PIIAAAAJ,Univ. of Maryland - Baltimore County,4687.0,37.0
18126,Ting-Chi Wang,http://www.cs.nthu.edu.tw/~tcwang,yZfRvvoAAAAJ,National Tsing Hua University,1770.0,22.0
18127,Ting-Chuen Pong,https://www.cse.ust.hk/faculty/tcpong,NOSCHOLARPAGE,HKUST,,
18128,Ting-Ting Hwang,http://www.cs.nthu.edu.tw/~tingting,NOSCHOLARPAGE,National Tsing Hua University,,
18129,Ting-Zhu Huang,http://www.csee.umbc.edu/~zt,H7El-ZkAAAAJ,Univ. of Maryland - Baltimore County,8986.0,46.0
18130,Tingfang Wu,http://web.suda.edu.cn/tfwu,6YpW-EEAAAAJ,Soochow University,712.0,14.0
18131,Tingjian Ge,http://www.cs.uml.edu/~ge,NOSCHOLARPAGE,University of Massachusetts Lowell,,
18132,Tingting Han,https://www.dcs.bbk.ac.uk/about/people/academic-staff/tingting,NOSCHOLARPAGE,Birkbeck University of London,,
18133,Tingting Jiang,http://www.idm.pku.edu.cn/staff/jiangtingting,p6RJZj0AAAAJ,Peking University,1981.0,21.0
18134,Tingting Yu,https://homepages.uc.edu/~tyu,vcg-v-IAAAAJ,University of Cincinnati,688.0,16.0
18135,Tino Weinkauf,https://www.kth.se/profile/weinkauf,ZS5iEecAAAAJ,KTH Royal Institute of Technology,3061.0,32.0
18136,Tinoosh Mohsenin,http://www.csee.umbc.edu/~tinoosh,9grfK9gAAAAJ,Univ. of Maryland - Baltimore County,3258.0,29.0
18137,Tiow Seng Tan,http://www.comp.nus.edu.sg/~tants,lQJFHbIAAAAJ,National University of Singapore,2358.0,19.0
18138,Tirtharaj Dash,http://www.bits-pilani.ac.in/goa/tirtharaj/Profile,ktISUUIAAAAJ,BITS Pilani-Goa,530.0,15.0
18139,Tiziana Calamoneri,http://wwwusers.di.uniroma1.it/~calamo,qfO36wAAAAJ,Sapienza University of Rome,,
18140,Tiziana Catarci,http://www.diag.uniroma1.it/users/tiziana%20catarci,K2jKdVMAAAAJ,Sapienza University of Rome,6625.0,39.0
18141,Tjark Weber,http://user.it.uu.se/~tjawe125,NOSCHOLARPAGE,Uppsala University,,
18142,Toacy C. Oliveira,http://www.cos.ufrj.br/~toacy,A7IW50MAAAAJ,UFRJ,1026.0,15.0
18143,Tobias Bollenbach,https://ist.ac.at/research/research-groups/bollenbach-group,NOSCHOLARPAGE,IST Austria,,
18144,Tobias Fischer,https://research.qut.edu.au/qcr/people/tobias-fischer,eq46ylAAAAAJ,Queensland University of Technology,1561.0,14.0
18145,Tobias Friedrich,https://hpi.de/en/the-hpi/people/professors/prof-dr-tobias-friedrich.html,vxfzU6IAAAAJ,Hasso Plattner Institute,9371.0,46.0
18146,Tobias Glasmachers,https://www.ini.rub.de/the_institute/people/tobias-glasmachers,U8S86d4AAAAJ,Ruhr-University Bochum,2472.0,23.0
18147,Tobias Hossfeld,http://www.comnet.informatik.uni-wuerzburg.de/team/mitarbeiter/hossfeld,AdGp9e0AAAAJ,University of Würzburg,11115.0,47.0
18148,Tobias Höllerer,http://www.cs.ucsb.edu/~holl,008lr2cAAAAJ,Univ. of California - Santa Barbara,14471.0,57.0
18149,Tobias Knopp,https://www.tuhh.de/ibi/people/tobias-knopp-head-of-institute.html,5gpkOBAAAAAJ,Hamburg University of Technology,4549.0,37.0
18150,Tobias Kramer,https://www.uni-koblenz-landau.de/de/koblenz/fb4/ifm/mud/team/tobias-kraemer,19ZQCsMAAAAJ,University of Koblenz-Landau,663.0,8.0
18151,Tobias Kuhn,http://www.tkuhn.org,26_NNqEAAAAJ,VU Amsterdam,10163.0,30.0
18152,Tobias Meisen,https://www.tmdt.uni-wuppertal.de/de/team/tobias-meisen-prof-dr-ing.html,fSmbntoAAAAJ,University of Wuppertal,2113.0,18.0
18153,Tobias Nipkow,http://www.in.tum.de/~nipkow,lv19c_cAAAAJ,TU Munich,17447.0,54.0
18154,Tobias Ritschel,http://www0.cs.ucl.ac.uk/people/T.Ritschel.html,KP_UI7sAAAAJ,University College London,4558.0,38.0
18155,Tobias Scheffer,https://www.uni-potsdam.de/en/cs-ml/staff/contacts/scheffer,UjV0M9QAAAAJ,University of Potsdam,6862.0,40.0
18156,Tobias Schreck,https://www.tugraz.at/institute/cgv/schreck,9cJsSIIAAAAJ,Graz University of Technology,7650.0,46.0
18157,Tobias Weinzierl,https://www.dur.ac.uk/computer.science/staff/profile/?id=12329,pRrvub4AAAAJ,Durham University,998.0,17.0
18158,Tobias Wrigstad,http://wrigstad.com,EfO5KRQAAAAJ,Uppsala University,1478.0,20.0
18159,Tobin Isaac,http://triquadtethex.org,SpDPpqgAAAAJ,Georgia Institute of Technology,1112.0,11.0
18160,Toby C. Murray,http://people.eng.unimelb.edu.au/tobym,Bd8pZGgAAAAJ,University of Melbourne,1841.0,20.0
18161,Toby Jia-Jun Li,https://cse.nd.edu/faculty/toby-jia-jun-li,qCUO0kAAAAJ,University of Notre Dame,,
18162,Toby P. Breckon,https://www.dur.ac.uk/computer.science/staff/profile/?id=11955,9hpHb44AAAAJ,Durham University,6540.0,37.0
18163,Toby S. Cubitt,http://www.dr-qubit.org,3b-ny5YAAAAJ,University College London,2848.0,25.0
18164,Toby Walsh,http://www.cse.unsw.edu.au/~tw,oOQ6x0IAAAAJ,UNSW,23528.0,73.0
18165,Todd A. Brun,http://www-bcf.usc.edu/~tbrun,0WBCi1AAAAAJ,University of Southern California,6663.0,43.0
18166,Todd A. Proebsting,http://proebsting.cs.arizona.edu,pWZ7c4MAAAAJ,University of Arizona,3631.0,30.0
18167,Todd C. Mowry,http://www.cs.cmu.edu/~tcm,MYsIXF4AAAAJ,Carnegie Mellon University,12091.0,57.0
18168,Todd D. Millstein,http://www.cs.ucla.edu/~todd,u_tOExoAAAAJ,Univ. of California - Los Angeles,7885.0,43.0
18169,Todd Eavis,https://www.concordia.ca/faculty/todd-eavis.html,IukO3bIAAAAJ,Concordia University,5542.0,38.0
18170,Todd F. Dupont,http://people.cs.uchicago.edu/~dupont,BCRISEEAAAAJ,University of Chicago,19327.0,50.0
18171,Todd J. Treangen,https://sites.google.com/view/treangen/home,N5irv88AAAAJ,Rice University,18221.0,27.0
18172,Todd M. Austin,http://web.eecs.umich.edu/~taustin,B8O_SVkAAAAJ,University of Michigan,31278.0,60.0
18173,Tok Wang Ling,http://www.comp.nus.edu.sg/~lingtw,UftrQocAAAAJ,National University of Singapore,6648.0,39.0
18174,Tolga Ayav,http://ceng.iyte.edu.tr/people/tolga-ayav,Pt9GoVgAAAAJ,Izmir Institute of Technology,326.0,9.0
18175,Tolga Can,http://user.ceng.metu.edu.tr/~tcan,5U97BEwAAAAJ,Middle East Technical University,1311.0,17.0
18176,Tolga Ovatman,http://web.itu.edu.tr/ovatman,WIzmCCYAAAAJ,Istanbul Technical University,344.0,8.0
18177,Tolga Tasdizen,http://www.sci.utah.edu/~tolga,qcydYi8AAAAJ,University of Utah,6989.0,38.0
18178,Tom A. Rodden,https://www.nottingham.ac.uk/computerscience/people/tom.rodden,gWbK0A0AAAAJ,University of Nottingham,20448.0,75.0
18179,Tom Altman,http://www.ucdenver.edu/academics/colleges/Engineering/Programs/Computer-Science-and-Engineering/faculty/Pages/TomAltman.aspx,NOSCHOLARPAGE,University of Colorado - Denver,,
18180,Tom Arodz,http://www.people.vcu.edu/~tarodz,UXlsAbwAAAAJ,Virginia Commonwealth University,1768.0,16.0
18181,Tom Bartindale,https://research.monash.edu/en/persons/tom-bartindale,yLecSWgAAAAJ,Monash University,708.0,14.0
18182,Tom Chandler,http://monash.edu/research/explore/en/persons/thomas-chandler(a463de60-ea28-4a19-9176-a90ba8599429).html,XYDk2ncAAAAJ,Monash University,5856.0,47.0
18183,Tom Chothia,https://www.birmingham.ac.uk/staff/profiles/computer-science/chothia-tom.aspx,7LdBBpMAAAAJ,University of Birmingham,6645.0,25.0
18184,Tom Claassen,https://www.ru.nl/english/people/claassen-t,WpOKcPMAAAAJ,Radboud University,935.0,14.0
18185,Tom Denison,http://monash.edu/research/explore/en/persons/tom-denison(b15ffe81-ebae-4da8-b490-c5a6b77d2d90).html,BzNBhvAAAAAJ,Monash University,373.0,11.0
18186,Tom Gross,https://www.uni-bamberg.de/hci/team/tom-gross,YcxiFvMAAAAJ,University of Bamberg,2434.0,23.0
18187,Tom Gur,https://warwick.ac.uk/fac/sci/dcs/people/tom_gur,edMuHPUAAAAJ,University of Warwick,540.0,13.0
18188,Tom H. MacFarland,https://cec.nova.edu/faculty/macfarland.html,NOSCHOLARPAGE,Nova Southeastern University,,
18189,Tom Henderson,http://www.cs.utah.edu/~tch,khCvByoAAAAJ,University of Utah,3747.0,27.0
18190,Tom Heskes,https://www.cs.ru.nl/~tomh,3jUymSMAAAAJ,Radboud University,10545.0,52.0
18191,Tom Holvoet,https://distrinet.cs.kuleuven.be/people/tom,Cps1ee8AAAAJ,KU Leuven,7482.0,42.0
18192,Tom Kelly,https://eps.leeds.ac.uk/computing/staff/1545/dr-tom-kelly,MzDoKg8AAAAJ,University of Leeds,355.0,8.0
18193,Tom Lenaerts,http://www.ulb.ac.be/di/map/tlenaert/Home_Tom_Lenaerts/Welcome.html,xpVAdlAAAAAJ,Université libre de Bruxelles,4891.0,33.0
18194,Tom M. Mitchell,http://www.cs.cmu.edu/~tom,_ZVyA_gAAAAJ,Carnegie Mellon University,3736.0,30.0
18195,Tom S. F. Haines,http://thaines.com,jg2HJ7QAAAAJ,University of Bath,499.0,10.0
18196,Tom Schrijvers,https://people.cs.kuleuven.be/~tom.schrijvers,JVXShtsAAAAJ,KU Leuven,3761.0,30.0
18197,Tom Verhoeff,http://www.win.tue.nl/~wstomv,Dz6KASIAAAAJ,TU Eindhoven,2039.0,21.0
18198,Tom Weidong Cai,https://sydney.edu.au/engineering/about/our-people/academic-staff/tom-cai.html,N8qTc2AAAAAJ,University of Sydney,7692.0,42.0
18199,Tom Yeh,http://tomyeh.info,mDNhPjAAAAAJ,University of Colorado Boulder,4972.0,30.0
18200,Tomas Olovsson,https://www.chalmers.se/en/staff/Pages/tomas-olovsson.aspx,NOSCHOLARPAGE,Chalmers/GU,,
18201,Tomas Petricek,http://tomasp.net/academic,WrTuTOcAAAAJ,University of Kent,661.0,13.0
18202,Tomas Sauer,http://www.fim.uni-passau.de/en/digital-image-processing,cav6AS8AAAAJ,University of Passau,7819.0,46.0
18203,Tomaso Aste,http://www.cs.ucl.ac.uk/staff/tomaso_aste,27pUbTUAAAAJ,University College London,9677.0,48.0
18204,Tomasz Gogacz,http://www.ii.uni.wroc.pl/~gogo,Tj8exFgAAAAJ,University of Wroclaw,225.0,10.0
18205,Tomasz Imielinski,https://www.cs.rutgers.edu/~imielins,fEYp6hEAAAAJ,Rutgers University,43366.0,55.0
18206,Tomasz Jurdzinski,https://www.ii.uni.wroc.pl/~tju,iCHaLw0AAAAJ,University of Wroclaw,1121.0,17.0
18207,Tomasz Kazana,http://www.crypto.edu.pl/Kazana,r0mZYagAAAAJ,University of Warsaw,425.0,7.0
18208,Tomasz P. Michalak,http://tomaszmichalak.net,YgykRA0AAAAJ,University of Warsaw,2238.0,26.0
18209,Tomasz Radzik,https://www.kcl.ac.uk/people/tomasz-radzik,7yAUDgoAAAAJ,King's College London,4442.0,34.0
18210,Tomasz Walen,http://www.mimuw.edu.pl/~walen,MFuTWXYAAAAJ,University of Warsaw,1406.0,22.0
18211,Tomer Koren,https://tomerkoren.github.io,wGG1voYAAAAJ,Tel Aviv University,2089.0,25.0
18212,Tomer Michaeli,https://tomer.net.technion.ac.il,n2EbR2cAAAAJ,Technion,3410.0,21.0
18213,Tomer Shlomi,http://www.cs.technion.ac.il/~tomersh,NOSCHOLARPAGE,Technion,,
18214,Tomi Janhunen,https://www.tuni.fi/en/tomi-janhunen,M84ghWAAAAAJ,Tampere University,2189.0,28.0
18215,Tomi Männistö,https://www.cs.helsinki.fi/u/tomimann,ZSX8_ToAAAAJ,University of Helsinki,3646.0,33.0
18216,Tommaso Caselli,https://www.rug.nl/staff/t.caselli,fxQvP_QAAAAJ,University of Groningen,1683.0,17.0
18217,Tommaso Cucinotta,http://retis.sssup.it/~tommaso,5KhC3CEAAAAJ,Scuola Superiore Sant'Anna,2712.0,25.0
18218,Tommi Mikkonen,https://researchportal.helsinki.fi/en/persons/tommi-mikkonen,Y2F-AWAAAAAJ,University of Helsinki,6045.0,37.0
18219,Tommi S. Jaakkola,https://people.csail.mit.edu/tommi,NOSCHOLARPAGE,Massachusetts Institute of Technology,,
18220,Tommy Kaplan,http://www.cs.huji.ac.il/~tommy,Zqqw2FQAAAAJ,Hebrew University of Jerusalem,5382.0,30.0
18221,Tommy Thorne,https://www.inf.ed.ac.uk/people/staff/Thomas_Thorne.html,o0MPrIwAAAAJ,University of Edinburgh,1668.0,15.0
18222,Tomofumi Yuki,http://perso.ens-lyon.fr/tomofumi.yuki,SV9UUhYAAAAJ,Ecole Normale Superieure de Lyon,707.0,14.0
18223,Tomohiro Mashita,https://www.ist.osaka-u.ac.jp/english/introduction/professors/information-systems-engineering/integrated-media-environment/tomohiro-mashita.html,HuUarfEAAAAJ,Osaka University,559.0,12.0
18224,Tomohiro Tanikawa,http://www.cyber.t.u-tokyo.ac.jp,NOSCHOLARPAGE,University of Tokyo,,
18225,Tomomi Matsui,http://tomomi.my.coocan.jp/welcomeE.html,6lYy6-QAAAAJ,Tokyo Institute of Technology,2552.0,28.0
18226,Tomoyuki Takahata,http://www.leopard.t.u-tokyo.ac.jp/~takahata,NOSCHOLARPAGE,University of Tokyo,,
18227,Tomás Brázdil,https://www.muni.cz/en/people/4074,4Mp6OSYAAAAJ,Masaryk University,1682.0,23.0
18228,Tomás Bures,https://d3s.mff.cuni.cz/people/tomasbures,V5ILAxAAAAAJ,Charles University,2777.0,27.0
18229,Tomás García Ferrari,http://www.cms.waikato.ac.nz/people/tomasgf,U5v_QA0AAAAJ,University of Waikato,71.0,4.0
18230,Tomás Krajník,http://labe.felk.cvut.cz/~tkrajnik,Qv3nqgsAAAAJ,Czech Technical University,4603.0,36.0
18231,Tomás Lozano-Pérez,http://people.csail.mit.edu/tlp,NOSCHOLARPAGE,Massachusetts Institute of Technology,,
18232,Tomás Pajdla,https://people.ciirc.cvut.cz/~pajdla,gnR4zf8AAAAJ,Czech Technical University,20881.0,57.0
18233,Tomás Pitner,https://www.muni.cz/en/people/94,bX-cpaoAAAAJ,Masaryk University,1004.0,16.0
18234,Tomás Svoboda,http://cmp.felk.cvut.cz/~svoboda,ec4ZOF0AAAAJ,Czech Technical University,3910.0,28.0
18235,Tomás Vojnar,https://www.fit.vut.cz/person/vojnar,YbSGwKwAAAAJ,Brno University of Technology,3089.0,31.0
18236,Tona Henderson,https://www.rit.edu/gccis/igm/tona-henderson,NOSCHOLARPAGE,Rochester Institute of Technology,,
18237,Tong Lin,http://www.cis.pku.edu.cn/faculty/vision/lintong/default.htm,NOSCHOLARPAGE,Peking University,,
18238,Tong Lu,https://cs.nju.edu.cn/lutong,NOSCHOLARPAGE,Nanjing University,,
18239,Tong Xu,http://staff.ustc.edu.cn/~tongxu,2pYJyYUAAAAJ,USTC,1643.0,23.0
18240,Tong Yang,http://net.pku.edu.cn/~yangtong,zYDaX-4AAAAJ,Peking University,1346.0,17.0
18241,Tong Zhang,http://tongzhang-ml.org,LurWtuYAAAAJ,HKUST,43450.0,102.0
18242,Tong Zhao,http://net.pku.edu.cn/~zt,NOSCHOLARPAGE,Peking University,,
18243,Tong-Yee Lee,http://www.csie.ncku.edu.tw/ncku_csie/depmember/teacherdetail/id/8,V3PTB98AAAAJ,National Cheng Kung University,4990.0,35.0
18244,Tongliang Liu,https://www.sydney.edu.au/engineering/about/our-people/academic-staff/tongliang-liu.html,EiLdZ_YAAAAJ,University of Sydney,6442.0,45.0
18245,Tongwei Ren,https://software.nju.edu.cn//rentw/index.html,WtnXVHoAAAAJ,Nanjing University,1468.0,18.0
18246,Tongyang Li,https://www.tongyangli.com,ny0ZgiQAAAAJ,Peking University,411.0,9.0
18247,Toni Kazic,https://engineering.missouri.edu/faculty/toni-kazic,NOSCHOLARPAGE,University of Missouri,,
18248,Toni Lasilla,https://eps.leeds.ac.uk/computing/staff/1542/dr-toni-lassila,aPCz3uwAAAAJ,University of Leeds,1327.0,16.0
18249,Toni Mancini,http://tmancini.di.uniroma1.it,uNjmJHUAAAAJ,Sapienza University of Rome,1222.0,24.0
18250,Toniann Pitassi,https://www.cs.toronto.edu/~toni,NOSCHOLARPAGE,Columbia University,,
18251,Tony F. Chan,https://www.kaust.edu.sa/en/study/faculty/tony-chan,UO7McmEAAAAJ,KAUST,91708.0,106.0
18252,Tony Givargis,https://www.ics.uci.edu/~givargis,bt2wk9EAAAAJ,Univ. of California - Irvine,4730.0,33.0
18253,Tony He,https://www.uts.edu.au/staff/tony.he1,x2Q5BscAAAAJ,University of Technology Sydney,,
18254,Tony Hirst,http://stem.open.ac.uk/people/ajh59,NOSCHOLARPAGE,Open University UK,,
18255,Tony J. Prescott,https://www.sheffield.ac.uk/dcs/people/academic/tony-prescott,u2T4wjgAAAAJ,University of Sheffield,10823.0,46.0
18256,Tony Jebara,http://www.cs.columbia.edu/~jebara,Dn_qYK8AAAAJ,Columbia University,21802.0,54.0
18257,Tony Kusalik,http://artsandscience.usask.ca/profile/AKusalik,NOSCHOLARPAGE,University of Saskatchewan,,
18258,Tony Lindeberg,https://www.kth.se/profile/tony,uySrc0MAAAAJ,KTH Royal Institute of Technology,24980.0,52.0
18259,Tony Nowatzki,http://www.cs.ucla.edu/~tjn,1hLMcNsAAAAJ,Univ. of California - Los Angeles,1244.0,20.0
18260,Tony P. Pridmore,https://www.nottingham.ac.uk/computerscience/people/tony.pridmore,vRAO44AAAAAJ,University of Nottingham,9943.0,49.0
18261,Tony Quek,http://people.sutd.edu.sg/~tonyquek,0o1tkokAAAAJ,SUTD,18438.0,65.0
18262,Tony R. Martinez,http://axon.cs.byu.edu/~martinez,R1JyT9AAAAAJ,Brigham Young University,8379.0,36.0
18263,Tony Russell-Rose,https://www.gold.ac.uk/computing/staff/t-russell-rose,bqqQnxgAAAAJ,Goldsmiths University of London,4932.0,17.0
18264,Tony Smith,http://www.cms.waikato.ac.nz/people/tcs,mSp4V_4AAAAJ,University of Waikato,16728.0,62.0
18265,Tony Tan,https://www.csie.ntu.edu.tw/~tonytan,NOSCHOLARPAGE,National Taiwan University,,
18266,Tony Veale,https://people.ucd.ie/tony.veale,i8nJh5YAAAAJ,University College Dublin,6202.0,38.0
18267,Tony Wauters,https://people.cs.kuleuven.be/~tony.wauters,moTbWMUAAAAJ,KU Leuven,911.0,17.0
18268,Tony White,https://carleton.ca/scs/people/tony-white,EkUL_2kAAAAJ,Carleton University,,
18269,Tor Helleseth,http://www.ii.uib.no/~torh,NOSCHOLARPAGE,University of Bergen,,
18270,Tor M. Aamodt,https://www.ece.ubc.ca/~aamodt,zCsB5XsAAAAJ,University of British Columbia,7972.0,34.0
18271,Torben Amtoft,http://cis.ksu.edu/~tamtoft,NOSCHOLARPAGE,Kansas State University,,
18272,Torben Bach Pedersen,http://people.cs.aau.dk/~tbp,XGzPuKEAAAAJ,Aalborg University,7780.0,49.0
18273,Torben Hagerup,https://thiserver.informatik.uni-augsburg.de/personen/hagerup.html,NOSCHOLARPAGE,University of Augsburg,,
18274,Torben Weis,https://www.vs.uni-due.de/mitarbeiter_weis.shtml,f2gnBw0AAAAJ,University of Duisburg-Essen,1384.0,22.0
18275,Torben Æ. Mogensen,http://www.diku.dk/~torbenm,vjvvUioAAAAJ,University of Copenhagen,4839.0,35.0
18276,Tore Risch,http://user.it.uu.se/~torer,NOSCHOLARPAGE,Uppsala University,,
18277,Torleiv Kløve,http://www.ii.uib.no/~torleiv/engelsk.html,NOSCHOLARPAGE,University of Bergen,,
18278,Torsten Braun,http://www.iam.unibe.ch/~braun,eL8OzgIAAAAJ,University of Bern,9792.0,48.0
18279,Torsten Eymann,https://www.bwl7.uni-bayreuth.de/de/team/eymann_torsten/index.php,_3iS3B8AAAAJ,University of Bayreuth,2709.0,25.0
18280,Torsten Grust,https://db.inf.uni-tuebingen.de/team/TorstenGrust.html,8z0TuC0AAAAJ,University of Tübingen,3611.0,26.0
18281,Torsten Hoefler,https://htor.inf.ethz.ch,DdBvcBEAAAAJ,ETH Zurich,12125.0,58.0
18282,Torsten Kroeger,http://www.ipr.kit.edu/mitarbeiter_2538.php,bfec5vAAAAAJ,Karlsruhe Institute of Technology,7505.0,22.0
18283,Torsten Kuhlen,http://www.rwth-aachen.de/cms/root/Die-RWTH/Jobs-Ausbildung/Berufungen-an-der-RWTH-Aachen/Neuberufene/~kgfh/Univ-Prof-Torsten-Wolfgang-Kuhlen/lidx/1,O9ywg_UAAAAJ,RWTH Aachen,4580.0,33.0
18284,Torsten Muetze,https://warwick.ac.uk/fac/sci/dcs/people/torsten_mutze,9232pxwAAAAJ,University of Warwick,541.0,14.0
18285,Torsten Möller,https://cs.univie.ac.at/torsten.moeller,3cGVmqsAAAAJ,University of Vienna,7644.0,45.0
18286,Torsten Sattler,https://tsattler.github.io,jzx6_ZIAAAAJ,Czech Technical University,7842.0,40.0
18287,Torsten Schaub,https://www.cs.uni-potsdam.de/wv/people/torsten,XknBv7MAAAAJ,University of Potsdam,11716.0,53.0
18288,Torsten Suel,http://engineering.nyu.edu/~suel,eQUn8ugAAAAJ,New York University,9096.0,47.0
18289,Torsten Söderström,http://user.it.uu.se/~ts,NOSCHOLARPAGE,Uppsala University,,
18290,Torsten Zesch,https://www.ltl.uni-due.de/team/torsten-zesch,vWeDs00AAAAJ,University of Duisburg-Essen,3688.0,31.0
18291,Toru Ishida,http://www.ai.soc.i.kyoto-u.ac.jp/~ishida,x11Wp_sAAAAJ,Kyoto University,13239.0,56.0
18292,Toshiaki Murofushi,http://www.fz.dis.titech.ac.jp/~murofusi,NOSCHOLARPAGE,Tokyo Institute of Technology,,
18293,Toshiharu Sugawara,http://www.isl.cs.waseda.ac.jp/~sugawara/index-j.html,NOSCHOLARPAGE,Waseda University,,
18294,Toshihiko Yamasaki,https://www.hal.t.u-tokyo.ac.jp/~yamasaki/index-e.html,rE9iY5MAAAAJ,University of Tokyo,5123.0,30.0
18295,Toshio Aoyagi,http://wwwfs.acs.i.kyoto-u.ac.jp/~aoyagi/DATA/TOP.html,NOSCHOLARPAGE,Kyoto University,,
18296,Toshio Endo,http://www.el.gsic.titech.ac.jp/~endo/index.html.en,xP3NeMEAAAAJ,Tokyo Institute of Technology,2111.0,22.0
18297,Toshiya Hachisuka,http://www.ci.i.u-tokyo.ac.jp/~hachisuka,SPK8lekAAAAJ,University of Waterloo,1994.0,19.0
18298,Toshiyuki Amagasa,http://www.kde.cs.tsukuba.ac.jp/~amagasa/hikifarm/home/?IndexE,L4hdfUUAAAAJ,University of Tsukuba,1941.0,18.0
18299,Toshiyuki Nakata,http://www.ms.u-tokyo.ac.jp/~toshi,wXZ9Ym4AAAAJ,University of Tokyo,1485.0,17.0
18300,Toshiyuki Tanaka,http://www-adsys.sys.i.kyoto-u.ac.jp/tt/Tanaka-e.html,J_bqd7EAAAAJ,Kyoto University,4943.0,34.0
18301,Tova Milo,http://www.math.tau.ac.il/~milo,X1-ovCkAAAAJ,Tel Aviv University,11905.0,55.0
18302,Tovi Grossman,http://www.tovigrossman.com,EZgkJ3sAAAAJ,University of Toronto,10126.0,56.0
18303,Toygar Akgün,https://www.etu.edu.tr/en/bolum/computer-engineering/akademik-kadro?l=1#toygar-akgun,zJskGBsAAAAJ,TOBB ETÜ,504.0,8.0
18304,Toyoaki Nishida,https://www.ii.ist.i.kyoto-u.ac.jp/?page_id=181&lang=en,yBpGoLMAAAAJ,Kyoto University,4969.0,31.0
18305,Tracey Ho,http://www.its.caltech.edu/~tho,bI2zeOUAAAAJ,California Institute of Technology,13040.0,48.0
18306,Tracy Anne Hammond,http://srl.tamu.edu,NOSCHOLARPAGE,Texas A&M University,,
18307,Tracy Camp,http://www.mines.edu/~tcamp,8TyIlFgAAAAJ,Colorado School of Mines,14684.0,36.0
18308,Tracy Hall,https://www.lancaster.ac.uk/scc/about-us/people/tracy-hall,TPQhlqgAAAAJ,Lancaster University,7945.0,41.0
18309,Tracy Larrabee,https://www.soe.ucsc.edu/people/larrabee,NOSCHOLARPAGE,Univ. of California - Santa Cruz,,
18310,Tran Cao Son,http://www.cs.nmsu.edu/~tson,7jKj_NcAAAAJ,New Mexico State University,8099.0,33.0
18311,Travis Atkison,http://atkison.cs.ua.edu,NOSCHOLARPAGE,The University of Alabama,,
